Blog Title,Blog Date,Author Name,Blog Link,Thumbnail Link
Darshan Mehta on entering a partnership with Anamika Khanna’s AK-OK: “We want to create hunger and desire”,20 December 2021,Rujuta Vaidya,https://www.vogue.in/fashion/content/darshan-mehta-reliance-brands-limited-partnership-with-anamika-khanna-brand-ak-ok,https://assets.vogue.in/photos/61c063eb15c7257cc2fdfbd4/1:1/w_1600%2Cc_limit/Darshan%2520Mehta%2520on%2520entering%2520a%2520partnership%2520with%2520Anamika%2520Khanna%2520AK-OK%2520We%2520want%2520to%2520create%2520hunger%2520and%2520desire.jpg
Vogue editors reveal what's on their Christmas wishlists,20 December 2021,Arushi Sinha,https://www.vogue.in/fashion/content/vogue-editors-reveal-whats-on-their-christmas-wishlists,https://assets.vogue.in/photos/61c02894e519ba5c28e92ca5/1:1/w_1600%2Cc_limit/06-saloni-fw18.jpeg
"Ariana Grande’s 19 best looks of the year, from The Voice to her wedding",20 December 2021,Christian Allaire,https://www.vogue.in/fashion/gallery/ariana-grandes-19-best-looks-of-the-year-from-the-voice-to-her-wedding,https://assets.vogue.in/photos/61c063f215c7257cc2fdfbd5/1:1/w_1600%2Cc_limit/00_promo_2.gif
7 fashion-forward women that are menswear icons,20 December 2021,Namrata Kedar,https://www.vogue.in/fashion/content/7-fashion-forward-women-that-are-menswear-icons,https://assets.vogue.in/photos/61c02466e519ba5c28e92c9d/1:1/w_1600%2Cc_limit/Rihanna.jpg
"Blending cultures while making a statement, Riz Ahmed wears a kurta to the premiere of Encounter",19 December 2021,Devki Bhatt,https://www.vogue.in/fashion/content/blending-cultures-while-making-a-statement-riz-ahmed-wears-a-kurta-to-the-premiere-of-encounter,https://assets.vogue.in/photos/61bf066115c7257cc2fdfb51/1:1/w_1600%2Cc_limit/Riz%2520Ahmed%2520Prada%2520kurta%2520encounter.jpg
Kourtney Kardashian loves leather,19 December 2021,Devki Bhatt,https://www.vogue.in/fashion/content/kourtney-kardashian-loves-leather,https://assets.vogue.in/photos/61bf044a033c74b2468a646f/1:1/w_1600%2Cc_limit/Kourtney%2520Kardashian%2520leather%2520dress.jpg
10 stars who flew the flag for sustainable fashion in 2021,19 December 2021,Emily Chan,https://www.vogue.in/gallery/10-stars-who-flew-the-flag-for-sustainable-fashion-in-2021,https://assets.vogue.in/photos/61bf00d515c7257cc2fdfb4c/1:1/w_1600%2Cc_limit/composite.jpg
Priyanka Chopra heats things up in a red-hot suit,18 December 2021,Christian Allaire,https://www.vogue.in/fashion/content/priyanka-chopra-heats-things-up-in-a-red-hot-suit,https://assets.vogue.in/photos/61bda90915c7257cc2fdfb4b/1:1/w_1600%2Cc_limit/GettyImages-1237270439.jpeg
The LBD takes on different forms this festive season,18 December 2021,Yash Tripathi    Naheed Driver,https://www.vogue.in/fashion/content/the-lbd-takes-on-different-forms-this-festive-season,https://assets.vogue.in/photos/61bc5d1215c7257cc2fdfb1c/1:1/w_1600%2Cc_limit/LittleBlackDress.jpg
"Karishma Swali, one half of JADE by Monica & Karishma, launches a new label with her daughter",17 December 2021,Hasina Khatib,https://www.vogue.in/fashion/content/karishma-swali-one-half-of-jade-by-monica-and-karishma-launches-a-new-label-with-her-daughter,https://assets.vogue.in/photos/61bc3a7215c7257cc2fdfb11/1:1/w_1600%2Cc_limit/MoonRay_Crafted%2520Collectables%2520%2520(43).jpg
Hailey Bieber dressed the part for a night at London’s Royal Opera House,17 December 2021,Alice Cary,https://www.vogue.in/fashion/content/hailey-bieber-dressed-the-part-for-a-night-at-londons-royal-opera-house,https://assets.vogue.in/photos/61b988c1e3c17319ff11f18b/1:1/w_1600%2Cc_limit/GettyImages-1358859702.jpg
Your guide to cosy winter dressing and reading is here ,17 December 2021,Arushi Sinha,https://www.vogue.in/fashion/content/your-guide-to-cosy-winter-dressing-and-reading-is-here,https://assets.vogue.in/photos/61bae7f42648e9edd8a6193c/1:1/w_1600%2Cc_limit/cozy%2520winter%2520dressing.jpg
Jennifer Lopez and the Princess Gown,16 December 2021,Alice Cary,https://www.vogue.in/fashion/gallery/jennifer-lopez-and-the-princess-gown,https://assets.vogue.in/photos/61bae8742648e9edd8a61951/1:1/w_1600%2Cc_limit/GettyImages-464324764.jpg
Long may Zendaya and Tom Holland remain entangled,16 December 2021,Alice Newbold,https://www.vogue.in/fashion/content/long-may-zendaya-and-tom-holland-remain-entangled,https://assets.vogue.in/photos/61b988942648e9edd8a618e8/1:1/w_1600%2Cc_limit/GettyImages-1358893103.jpg
Pyjama sets you need to keep cosy during the holidays ,16 December 2021,Naheed Driver    Esha Gupta,https://www.vogue.in/fashion/content/pyjama-sets-you-need-to-keep-cosy-during-the-holidays,https://assets.vogue.in/photos/61b9eb94e3c17319ff11f1d8/1:1/w_1600%2Cc_limit/PyjamaStory_2.jpg
Inside the personal archives of India's biggest textile-focused fashion designers,15 December 2021,Vinita Makhija,https://www.vogue.in/fashion/content/inside-the-personal-archives-of-indias-biggest-textile-focused-fashion-designers,https://assets.vogue.in/photos/61bae64de3c17319ff11f1ec/1:1/w_1600%2Cc_limit/13.jpg
"From mini skirts to prairie dresses, Khushi Kapoor knows how to nail party style",15 December 2021,Devki Bhatt,https://www.vogue.in/fashion/content/from-mini-skirts-to-prairie-dresses-khushi-kapoor-knows-how-to-nail-party-style,https://assets.vogue.in/photos/61b9c26a6ddeb14347da6e1c/1:1/w_1600%2Cc_limit/190848401_3478676678898771_2793563166490681531_n.jpg
Beyond the pre-draped sari with designer Shweta Kapur of 431-88,15 December 2021,Praachi Raniwala,https://www.vogue.in/fashion/content/the-pre-draped-sari-you-need-in-your-wardrobe-for-wedding-season,https://assets.vogue.in/photos/61b983802648e9edd8a618e4/1:1/w_1600%2Cc_limit/Sonam%2520Kapoor%2520red%2520sari.jpg
Of course Jennifer Lopez's baggy jeans are low-rise,15 December 2021,Alice Cary,https://www.vogue.in/fashion/content/of-course-jennifer-lopezs-baggy-jeans-are-low-rise,https://assets.vogue.in/photos/61b76e3115fc923d29d9b5eb/1:1/w_1600%2Cc_limit/JLO_.jpg
What do we know about Leena Nair—the new global CEO of Chanel?,14 December 2021,Akanksha Kamath,https://www.vogue.in/fashion/content/what-we-know-about-leena-nair-the-new-global-ceo-of-chanel,https://assets.vogue.in/photos/61b8ba1b6ddeb14347da6de3/1:1/w_1600%2Cc_limit/267543970_604433960775566_1375834872388125981_n.jpg
Here’s what you should wear to liven up your couch-bound New Year’s Eve ,14 December 2021,Naheed Driver    Namrata Kedar,https://www.vogue.in/fashion/content/heres-what-you-should-wear-to-liven-up-your-couch-bound-new-years-eve,https://assets.vogue.in/photos/61b85fbbe3c17319ff11f15a/1:1/w_1600%2Cc_limit/PyjamaStory.jpg
"From Vicky Kaushal and Katrina Kaif to Rajkummar Rao, this jewellery brand is the go-to for newlywed couples",14 December 2021,Archana Thani,https://www.vogue.in/fashion/content/from-vicky-kaushal-and-katrina-kaif-to-rajkummar-rao-this-jewellery-brand-is-the-go-to-for-newlywed-couples,https://assets.vogue.in/photos/61b831e715fc923d29d9b60c/1:1/w_1600%2Cc_limit/Katrina-Kaif-wedding-2.jpeg
Is your leather bag causing deforestation in the Amazon rainforest?,14 December 2021,Emily Chan,https://www.vogue.in/fashion/content/is-your-leather-bag-causing-deforestation-in-the-amazon-rainforest,https://assets.vogue.in/photos/61b843e02648e9edd8a6188b/1:1/w_1600%2Cc_limit/2017_02_Vogue_india_Kriti_Sanon_look_7_3150_CMYK.jpg
"Call it a year of love, 2021 has been the year of major couple fashion moments ",14 December 2021,Devki Bhatt,https://www.vogue.in/fashion/content/call-it-a-year-of-love-2021-has-been-the-year-of-major-couple-fashion-moments,https://assets.vogue.in/photos/61b81b3e15fc923d29d9b600/1:1/w_1600%2Cc_limit/Justin%2520and%2520Hailey%2520Bieber.jpg
Consider Zendaya’s hot pink power suit a party dress alternative,14 December 2021,Alex Kessler,https://www.vogue.in/fashion/content/consider-zendayas-hot-pink-power-suit-a-party-dress-alternative,https://assets.vogue.in/photos/61b76be8a1a304fad2015cbf/1:1/w_1600%2Cc_limit/GettyImages-1237140876.jpg
Tarun Tahiliani wants to change how Indian men dress ,13 December 2021,Praachi Raniwala,https://www.vogue.in/fashion/content/tarun-tahiliani-wants-to-change-how-indian-men-dress,https://assets.vogue.in/photos/61b6da3d310967f8c82b1528/1:1/w_1600%2Cc_limit/AD7_7977.jpg
What's making it to Gen Z shopping carts? Vogue takes on the task of finding out,13 December 2021,Meera Navlakha,https://www.vogue.in/fashion/content/what-makes-it-to-gen-z-shopping-carts,https://assets.vogue.in/photos/61b589cb310967f8c82b1503/1:1/w_1600%2Cc_limit/Vogue%25205.jpg
"Shopping vintage Versace, Pucci and Roberto Cavalli with Tahira Chawla in London",12 December 2021,Akanksha Kamath,https://www.vogue.in/fashion/content/shopping-vintage-versace-pucci-and-roberto-cavalli-with-tahira-chawla-in-london,https://assets.vogue.in/photos/61b5c27215fc923d29d9b5be/1:1/w_1600%2Cc_limit/Tahira%2520Chawla%2520vintage%2520shopping%2520in%2520London.jpg
This sari-inspired jewellery collection by Alice Cicolini should be top of your Christmas wishlist,12 December 2021,Rachel Garrahan,https://www.vogue.in/fashion/content/this-sari-inspired-jewellery-collection-by-alice-cicolini-should-be-top-of-your-christmas-wishlist,https://assets.vogue.in/photos/61b5b79b15fc923d29d9b5b4/1:1/w_1600%2Cc_limit/Jewellery%2520designer%2520Alice%2520Cicolini.jpg
This independent handbag label won over Hailey Bieber with its sculptural designs,11 December 2021,Alice Cary,https://www.vogue.in/fashion/content/this-independent-handbag-label-won-over-hailey-bieber-with-its-sculptural-designs,https://assets.vogue.in/photos/61b4657aa1a304fad2015c89/1:1/w_1600%2Cc_limit/mlouye6_copy_2.jpeg
"Vintage jewellery, talismans and sculptural pieces—inside Gucci Vault",11 December 2021,Akanksha Kamath,https://www.vogue.in/fashion/content/vintage-jewellery-talismans-and-sculptural-pieces-inside-gucci-vault,https://assets.vogue.in/photos/61b1fcfa310967f8c82b149a/1:1/w_1600%2Cc_limit/Gucci%2520Vault%2520Jewelry%2520HR18_300dpi.jpg
"Pantone’s 2022 Colour of the Year, Very Peri, embraces strangeness",11 December 2021,Steff Yotka,https://www.vogue.in/fashion/content/pantones-2022-colour-of-the-year-very-peri-embraces-strangeness,https://assets.vogue.in/photos/61b45ef8310967f8c82b14f0/1:1/w_1600%2Cc_limit/00008-Valentino-Couture-Fall-21-credit-Filippo-Fior-GoRunway.jpg
9 miniskirts you need in your closet to make heads turn,11 December 2021,Yash Tripathi,https://www.vogue.in/fashion/content/9-miniskirts-you-need-in-your-closet-to-make-heads-turn,https://assets.vogue.in/photos/61b31e6d15fc923d29d9b54b/1:1/w_1600%2Cc_limit/Miniskirt.jpg
"Raw Mango launches a new collaborative collection, ‘Sher Bagh’",11 December 2021,Akanksha Kamath,https://www.vogue.in/fashion/content/raw-mango-launches-a-collaborative-collection-sher-bagh,https://assets.vogue.in/photos/61b3b657310967f8c82b14e8/1:1/w_1600%2Cc_limit/Raw%2520Mango%2C%2520SherBagh%2520Campaign%2520Images%2520(13).jpg
"Making your night out look a head-to-toe success, these trends will have you party-ready",10 December 2021,Devki Bhatt,https://www.vogue.in/fashion/content/making-your-night-out-look-a-head-to-toe-success-these-trends-will-have-you-party-ready,https://assets.vogue.in/photos/61b2f485310967f8c82b14ae/1:1/w_1600%2Cc_limit/MB2A0017.jpg
"Making a strong exit out of 2021, Tara Sutaria shows us how to style the year’s biggest trends",10 December 2021,Devki Bhatt,https://www.vogue.in/fashion/content/making-a-strong-exit-out-of-2021-tara-sutaria-shows-us-how-to-style-the-years-biggest-trends,https://assets.vogue.in/photos/61b0a922a1a304fad2015bc9/1:1/w_1600%2Cc_limit/Tara%2520Sutaria.jpg
How to dress for the party season like Dua Lipa,9 December 2021,Alex Kessler,https://www.vogue.in/fashion/gallery/how-to-dress-for-the-party-season-like-dua-lipa,https://assets.vogue.in/photos/61b1a651a1a304fad2015bd0/1:1/w_1600%2Cc_limit/new_duaholder.jpg
What Vogue editors are buying for the new year,9 December 2021,Arushi Sinha,https://www.vogue.in/fashion/content/what-vogue-editors-are-buying-for-the-new-year,https://assets.vogue.in/photos/61b1cee115fc923d29d9b4fb/1:1/w_1600%2Cc_limit/Alexander%2520Mcqueen%2520dress.jpeg
The diamond jewellery pieces you need to bookmark this festive season,9 December 2021,Megha Sharma,https://www.vogue.in/fashion/content/15-diamond-jewellery-pieces-you-need-to-bookmark-this-wedding-season,https://assets.vogue.in/photos/61b1d784310967f8c82b147f/1:1/w_1600%2Cc_limit/Karlie%2520Kloss%2520diamonds.jpg
Meet the Egyptian designer crafting dresses from vintage ’90s jersey,8 December 2021,Zoe Ruffner,https://www.vogue.in/fashion/content/meet-the-egyptian-designer-crafting-dresses-from-vintage-90s-jersey,https://assets.vogue.in/photos/61a477b28521c13551ebd01b/1:1/w_1600%2Cc_limit/00-nadine-mos-promo.jpg
All hail the leggings,8 December 2021,Naheed Driver,https://www.vogue.in/fashion/content/all-hail-the-leggings-ways-to-style,https://assets.vogue.in/photos/61ac4312ac8355746bf2c6f3/1:1/w_1600%2Cc_limit/Kendall%2520Jenner.jpg
All the newest sneaker launches you need to know about this December ,8 December 2021,Naheed Driver    Esha Gupta,https://www.vogue.in/fashion/content/all-the-newest-sneaker-launches-you-need-to-know-about-this-december-2021,https://assets.vogue.in/photos/61b040b7310967f8c82b1432/1:1/w_1600%2Cc_limit/PVSindhu_Sneaker.jpg
Behind the scenes at Chanel’s Metiers d’Art Show in Paris,8 December 2021,Vogue Photography   Jonathan Paciullo,https://www.vogue.in/fashion/gallery/pictures-that-take-you-behind-the-scenes-at-chanels-metier-dart-show-in-paris-pre-fall-2022,https://assets.vogue.in/photos/61b04d02a1a304fad2015bab/1:1/w_1600%2Cc_limit/Chanel_PreFall22_BOH_Jonathan_Paciullo_HOLDING_04.jpg
All the fashion launches to bookmark this month ,7 December 2021,Praachi Raniwala,https://www.vogue.in/fashion/content/all-the-fashion-launches-to-bookmark-this-month,https://assets.vogue.in/photos/61af2767a1a304fad2015b6e/1:1/w_1600%2Cc_limit/HarrisReed_FluidBasics_0503.jpg
"Giving new life to basics, Samantha Prabhu shows us how to reinvent our coveted classics ",7 December 2021,Devki Bhatt,https://www.vogue.in/fashion/content/giving-new-life-to-basics-samantha-ruth-prabhu-shows-us-how-to-reinvent-our-coveted-classics,https://assets.vogue.in/photos/61af4b50310967f8c82b142b/1:1/w_1600%2Cc_limit/Samantha%2520Ruth%2520Prabhu%2520kurta%2520basics%2520style.jpg
Vogue Recreates the '00s Most Popular Dance With Bad Bunny,7 December 2021,Liana Satenstein,https://www.vogue.in/fashion/content/vogue-recreates-the-macarena-dance-with-bad-bunny,https://assets.vogue.in/photos/61af2e47310967f8c82b1426/1:1/w_1600%2Cc_limit/Screenshot%25202021-12-07%2520at%25203.19.40%2520PM.png
36 crowd-pleasing jewellery gifts at every budget that you simply can't resist,7 December 2021,Rachel Garrahan,https://www.vogue.in/fashion/gallery/36-crowd-pleasing-jewellery-gifts-at-every-budget-that-you-simply-cant-resist-this-christmas,https://assets.vogue.in/photos/61aefa1122b91df561b3a5af/1:1/w_1600%2Cc_limit/010_384_F4_cmyk.jpg
Leave it to Lil Nas X to reinvent the suit,7 December 2021,Christian Allaire,https://www.vogue.in/fashion/content/leave-it-to-lil-nas-x-to-reinvent-the-suit,https://assets.vogue.in/photos/61aee751f65259ff48f52c51/1:1/w_1600%2Cc_limit/GettyImages-1357179464.jpeg
"Kareena Kapoor Khan on pregnancy, life, work and the new Puma autumn/winter 2021 collection",6 December 2021,Akanksha Kamath,https://www.vogue.in/fashion/content/kareena-kapoor-khan-on-pregnancy-life-work-and-the-new-puma-autumnwinter-2021-collection-taimur-jehangir,https://assets.vogue.in/photos/61adff72ab053a6756b0b9c8/1:1/w_1600%2Cc_limit/KKK%2520in%2520PUMA%2520AW%2520(4).jpg
Exclusive: Amit Aggarwal captures an ode to Mumbai ahead of his store launch in the city,6 December 2021,Hasina Khatib,https://www.vogue.in/fashion/content/amit-aggarwal-captures-an-ode-to-mumbai-ahead-of-his-store-launch-in-the-city,https://assets.vogue.in/photos/61adafc102b5be96047ea913/1:1/w_1600%2Cc_limit/Amit%2520Aggarwal%2520-%2520Photo%2520Diary%2520(1).jpg
"A look at Journey of the Mind, a travelling exhibit and book about the triumph of mind over matter through the lens of Sikhism",5 December 2021,Pahull Bains,https://www.vogue.in/fashion/content/a-look-at-journey-of-the-mind-a-travelling-exhibit-and-book-about-the-triumph-of-mind-over-matter-through-the-lens-of-sikhism,https://assets.vogue.in/photos/61a653bddb973612a0f8bc28/1:1/w_1600%2Cc_limit/JotM_2.jpg
The very best memes of 2021 (so far),4 December 2021,Emma Specter    Michelle Ruiz,https://www.vogue.in/fashion/content/the-very-best-fashion-memes-of-2021-so-far,https://assets.vogue.in/photos/61a9fe7802b5be96047ea88f/1:1/w_1600%2Cc_limit/GettyImages-1340149836.jpg
In the mood for love? Here’s what to wear to your date night,3 December 2021,Rachel Besser,https://www.vogue.in/fashion/content/in-the-mood-for-love-heres-what-to-wear-to-your-date-night,https://assets.vogue.in/photos/61a9f909ac8355746bf2c6dd/1:1/w_1600%2Cc_limit/256802578_2062724903903728_6965431904093220701_n.jpg
The debutante model we’ve got our eyes on,3 December 2021,Praachi Raniwala,https://www.vogue.in/fashion/content/noor-mutsaers-is-the-debutante-model-we-have-got-our-eyes-on,https://assets.vogue.in/photos/61a99f41ac8355746bf2c6a5/1:1/w_1600%2Cc_limit/242991478_590602435412822_3614574540586682998_n.jpg
Every time Kate Middleton has re-worn a dress on the red carpet,2 December 2021,Emily Chan,https://www.vogue.in/fashion/gallery/every-time-kate-middleton-has-re-worn-a-dress-on-the-red-carpet,https://assets.vogue.in/photos/61a8bacbac8355746bf2c69a/1:1/w_1600%2Cc_limit/header-kate.jpg
"“The new, independent India is who we cater to”: Designer Nikhil Mehra on the new Shantanu & Nikhil flagship store in Mehrauli",2 December 2021,Arushi Sinha,https://www.vogue.in/fashion/content/designer-nikhil-mehra-on-the-new-shantanu-and-nikhil-flagship-store-in-mehrauli-delhi,https://assets.vogue.in/photos/61a8876eac8355746bf2c696/1:1/w_1600%2Cc_limit/Shantanu&Nikhil_22-07-21_Shot135952.jpg
Travel 101: The 6 golden rules of packing a suitcase ,2 December 2021,Shweta Vepa Vyas,https://www.vogue.in/fashion/content/the-6-golden-rules-of-packing-a-suitcase-for-your-next-vacation,https://assets.vogue.in/photos/61a87682ab053a6756b0b8ad/1:1/w_1600%2Cc_limit/11story.jpg
"Jacquemus takes its obsession with pink to the next level with the new collection, ""Pink 2""",2 December 2021,Alexre Marain,https://www.vogue.in/fashion/content/jacquemus-takes-its-obsession-with-pink-to-the-next-level-with-the-new-collection-pink-2,https://assets.vogue.in/photos/61a856b902b5be96047ea821/1:1/w_1600%2Cc_limit/546d30d2-04a6-40af-855f-c334f2a25ccf.JPG
Into the sky above: Virgil Abloh stages his last show for Louis Vuitton,1 December 2021,Luke Leitch,https://www.vogue.in/fashion/gallery/into-the-sky-above-virgil-abloh-stages-his-last-show-for-louis-vuitton,https://assets.vogue.in/photos/61a75985ac8355746bf2c671/1:1/w_1600%2Cc_limit/PXL_20211201_000017244.jpg
"Meet Jeanne De Kroon, designer behind Zazi Vintage on building a consciously cool brand ",1 December 2021,Davina Catt,https://www.vogue.in/fashion/content/meet-jeanne-de-kroon-designer-behind-zazi-vintage-on-building-a-consciously-cool-brand,https://assets.vogue.in/photos/61a735d9ab053a6756b0b882/1:1/w_1600%2Cc_limit/246710924_910232523206404_2120140045956415611_n.jpg
Harry Styles' viral TikTok cardigan gets the NFT treatment,1 December 2021,Alex Kessler,https://www.vogue.in/fashion/content/harry-styles-viral-tiktok-cardigan-gets-the-nft-treatment,https://assets.vogue.in/photos/61a5fd51db973612a0f8bc12/1:1/w_1600%2Cc_limit/GettyImages-1203531045.jpg
Your celebrity-approved guide to wearing red occasion wear for all your moods,1 December 2021,Nupur Sarvaiya    Naheed Driver,https://www.vogue.in/fashion/content/your-celebrity-approved-guide-to-wearing-red-occasion-wear-for-all-your-moods-deepika-padukone-shraddha-kapoor,https://assets.vogue.in/photos/61a4ca00db973612a0f8bbc2/1:1/w_1600%2Cc_limit/Sonam%2520Kapoor.jpg
5 jackets from Sonam Kapoor Ahuja’s wardrobe we are bookmarking this winter,1 December 2021,Devki Bhatt,https://www.vogue.in/fashion/content/5-designer-jackets-from-sonam-kapoor-ahuja-wardrobe-we-are-bookmarking-for-winter-weather-inspiration,https://assets.vogue.in/photos/61a5eef5db973612a0f8bc06/1:1/w_1600%2Cc_limit/242714244_158630216427517_7126034351949426041_n.jpg
Meet the millennial multi-hyphenate who is changing the rules of the fashion industry,30 November 2021,Priyanka Khanna,https://www.vogue.in/fashion/content/masaba-gupta-the-millennial-multi-hyphenate-who-is-changing-the-rules-of-the-fashion-industry-masaba-gupta,https://assets.vogue.in/photos/61a5f4a0c333178759b27ef2/1:1/w_1600%2Cc_limit/Masaba.jpg
Younger’s covetable style deserves a spot on your back-to-office moodboard ,30 November 2021,Hasina Khatib,https://www.vogue.in/fashion/content/younger-covetable-style-deserves-a-spot-on-your-back-to-office-moodboard-hilary-duff-sutton-foster,https://assets.vogue.in/photos/61a5e8c5c333178759b27eed/1:1/w_1600%2Cc_limit/Hilary%2520Duff%2520in%2520Younger.jpg
"Priyanka Chopra Jonas, Hailee Steinfeld and other best-dressed guests on the Fashion Awards 2021 red carpet",30 November 2021,Radhika Seth,https://www.vogue.in/fashion/gallery/the-best-dressed-guests-on-the-fashion-awards-2021-red-carpet,https://assets.vogue.in/photos/61a5c560c333178759b27eeb/1:1/w_1600%2Cc_limit/GettyImages-1356235784.jpg
"“The bigger your platform, the more responsibility you have”: Gabriela Hearst on being a leader of change",30 November 2021,Emily Chan,https://www.vogue.in/fashion/content/the-bigger-your-platform-the-more-responsibility-you-have-gabriela-hearst-on-being-a-leader-of-change,https://assets.vogue.in/photos/61a5a0618521c13551ebd095/1:1/w_1600%2Cc_limit/GabrielaHearst_.jpg
The rise of everyday fine jewellery in India,29 November 2021,Praachi Raniwala,https://www.vogue.in/fashion/content/the-rise-of-everyday-fine-jewellery-in-india-diamond-rings-bracelets,https://assets.vogue.in/photos/61a8793802b5be96047ea82e/1:1/w_1600%2Cc_limit/Galaxy_Zaavorr.png
"Natasha Poonawalla, Bella Hadid and more in the fashion community bid farewell to the legendary Virgil Abloh",29 November 2021,Rujuta Vaidya,https://www.vogue.in/fashion/content/natasha-poonawalla-bella-hadid-anand-ahuja-and-more-in-the-fashion-community-bid-farewell-to-the-legendary-virgil-abloh,https://assets.vogue.in/photos/61a48824c333178759b27e89/1:1/w_1600%2Cc_limit/Natasha%2520Poonawalla%2520Bella%2520Hadid%2520and%2520more%2520in%2520the%2520fashion%2520community%2520bid%2520farewell%2520to%2520the%2520legendary%2520Virgil%2520Abloh.jpg
The greatest Gucci red carpet looks of all time,29 November 2021,Janelle Okwodu,https://www.vogue.in/fashion/gallery/the-greatest-gucci-red-carpet-looks-of-all-time,https://assets.vogue.in/photos/61a4768bc333178759b27e7a/1:1/w_1600%2Cc_limit/00_promo.jpg
"Virgil Abloh has died, aged 41",29 November 2021,Vogue,https://www.vogue.in/fashion/content/designer-virgil-abloh-founder-off-white-artistic-director-louis-vuitton-mens-has-died-aged-41-cancer,https://assets.vogue.in/photos/61a4429c8521c13551ebcfff/1:1/w_1600%2Cc_limit/1351376325
The new Bodements campaign is a lesson in styling our vintage wardrobe,28 November 2021,Akanksha Kamath,https://www.vogue.in/fashion/content/the-new-bodements-campaign-is-a-lesson-in-styling-our-vintage-wardrobe,https://assets.vogue.in/photos/61a0b32ac333178759b27e61/1:1/w_1600%2Cc_limit/FAB_5487.jpg
Wear the trend: Patterned sequins,27 November 2021,Naheed Driver    Esha Gupta,https://www.vogue.in/fashion/content/wear-the-trend-patterned-sequins,https://assets.vogue.in/photos/619c758802b48aa464490097/1:1/w_1600%2Cc_limit/check-shirtig.jpg
Troy London x SUJAN Life come together to give you your next safari jacket purchase ,26 November 2021,Davina Catt,https://www.vogue.in/fashion/content/troy-london-x-sujan-life-come-together-to-give-you-your-next-safari-jacket-purchase,https://assets.vogue.in/photos/619fc091c333178759b27e44/1:1/w_1600%2Cc_limit/Jawai%25202021-188%25201-2-1.jpg
Is the metaverse ripe for new fashion experiences?,25 November 2021,Akshara Subramanian,https://www.vogue.in/fashion/content/is-the-metaverse-ripe-for-new-fashion-experiences,https://assets.vogue.in/photos/619f83d2c333178759b27e29/1:1/w_1600%2Cc_limit/259086412_925749198037880_6796277273358531207_n.jpg
"Finding great black leggings is a science, here are 9 of the best pairs to shop now",25 November 2021,Humaa Hussain,https://www.vogue.in/fashion/gallery/finding-great-black-leggings-is-a-science-here-are-9-of-the-best-pairs-to-shop-now,https://assets.vogue.in/photos/619f62efdb973612a0f8bae9/1:1/w_1600%2Cc_limit/Kendall%2520Jenner%2520black%2520leggings.jpg
Lady Gaga’s most dazzling jewellery moments through the years,25 November 2021,Rachel Garrahan,https://www.vogue.in/fashion/gallery/lady-gagas-most-dazzling-jewellery-moments-through-the-years,https://assets.vogue.in/photos/619de247038c5c3139953025/1:1/w_1600%2Cc_limit/1131904029
6 times Katrina Kaif made florals worthy of year-round dressing,25 November 2021,Devki Bhatt,https://www.vogue.in/fashion/content/6-times-katrina-kaif-made-florals-worthy-of-year-round-dressing,https://assets.vogue.in/photos/619e23ca8521c13551ebcfa7/1:1/w_1600%2Cc_limit/245382483_1114592369073109_9188463089960244338_n.jpg
Here are the seven finalists competing for the 2022 International Woolmark Prize,24 November 2021,Chloe Chou,https://www.vogue.in/fashion/content/here-are-the-seven-finalists-competing-for-the-2022-international-woolmark-prize,https://assets.vogue.in/photos/619e15abc333178759b27df1/1:1/w_1600%2Cc_limit/IWP2022_GROUP_3_NOLOGO_1080X1920.jpg
How to build a sustainable trousseau ,24 November 2021,Shweta Vepa Vyas,https://www.vogue.in/fashion/content/how-to-build-a-sustainable-trousseau,https://assets.vogue.in/photos/619f10fec333178759b27e10/1:1/w_1600%2Cc_limit/245899540_235961968581998_7957816734690363208_n.jpg
The celebrity-endorsed way to introduce bandhani in your occasion wear closet ,24 November 2021,Nupur Sarvaiya,https://www.vogue.in/fashion/content/the-celebrity-endorsed-way-to-introduce-bandhani-in-your-occasion-wear-closet,https://assets.vogue.in/photos/619dc915db973612a0f8ba75/1:1/w_1600%2Cc_limit/Alia%2520Bhatt.jpg
Hailey Bieber’s birthday look is not what we expected,24 November 2021,Alice Cary,https://www.vogue.in/fashion/content/hailey-biebers-birthday-look-is-not-what-we-expected,https://assets.vogue.in/photos/619ccfa3ea6acf01092af0f7/1:1/w_1600%2Cc_limit/259046773_1233705210445634_7841076068942376568_n.jpeg
This is the cool-girl way to wear jewellery this party season,24 November 2021,Alice Newbold,https://www.vogue.in/fashion/content/this-is-the-cool-girl-way-to-wear-jewellery-this-party-season,https://assets.vogue.in/photos/619ccfecea6acf01092af0fc/1:1/w_1600%2Cc_limit/II_SERIES01_Aishwarya_RGB_11.jpg
Inside the archives of Savio Jon,23 November 2021,Akanksha Kamath,https://www.vogue.in/fashion/content/inside-the-archives-of-savio-jon,https://assets.vogue.in/photos/619c50ac02b48aa464490093/1:1/w_1600%2Cc_limit/_MG_9192.jpg
“People underestimate the power of fashion”—Ib Kamara on his BFC Honor and making memorable fashion imagery,23 November 2021,Steff Yotka,https://www.vogue.in/fashion/content/people-underestimate-the-power-of-fashion-ib-kamara-on-his-bfc-honor-and-making-memorable-fashion-imagery,https://assets.vogue.in/photos/619c7d47ea6acf01092af0b5/1:1/w_1600%2Cc_limit/Ib%2520Kamara.jpg
